9020 COLONIA GERMANIA                
9000 COMODORO RIVADAVIA              
9201 CORCOVADO                       
9220 CORRALITOS                      
9210 COSTA CHUBUT                    
9201 COSTA DEL LEPA                  
9020 COSTA RIO CHICO                 
9211 CUSHAMEN                        
9101 DIQUE FLORENTINO AMEGHINO       
9035 DOCTOR RICARDO ROJAS            
9107 DOLAVON                         
9100 DOS POZOS                       
9107 EBENECER                        
9121 EL ALAMO                        
9105 EL ARGENTINO                    
9210 EL BOQUETE                      
9217 EL CAJON                        
9201 EL CALAFATE                     
9207 EL CANQUEL                      
9121 EL CHACAY DPTO GASTRE           
9207 EL CHALET                       
9223 EL CHERQUE                      
9211 EL COIHUE                       
9033 EL COITE                        
9201 EL CRONOMETRO                   
9201 EL CUCHE                        
9120 EL DESEMPEÑO                    
9121 EL ESCORIAL                     
8431 EL HOYO                         
9007 EL JAGUEL                       
9201 EL KAQUEL                       
9210 EL MAITEN                       
9201 EL MIRADOR                      
9101 EL MIRASOL                      
9220 EL MOLLE                        
9201 EL PAJARITO                     
9121 EL PASTIZAL                     
9121 EL PIQUILLIN                    
9201 EL PORTEZUELO                   
9227 EL PORVENIR                     
9201 EL POYO                         
9121 EL QUILIMUAY                    
9121 EL RUANO                        
9121 EL SALITRAL                     
9223 EL SHAMAN                       
9207 EL SOMBRERO                     
9037 EL TRIANA                       
9223 EL TROPEZON                     
9210 EL TURBIO                       
9003 EMPALME A ASTRA                 
8532 EMPALME PUERTO LOBOS            
9020 ENRIQUE HERMITTE                
9211 EPUYEN                          
9200 ESQUEL                          
9121 ESTANCIA EL MORO                
9201 ESTANCIA LA MIMOSA              
9227 ESTANCIA NUEVA LUBECKA          
9201 ESTANCIA PAMPA CHICA            
9031 FACUNDO                         
9210 FITHEN VERIN                    
9210 FITIRHUIN                       
9113 FLORENTINO AMEGHINO             
9213 FOFO CAHUEL                     
9225 FRONTERA DE RIO PICO            
9203 FUTALEUFU                       
9105 GAIMAN                          
9121 GAN GAN                         
9007 GARAYALDE                       
9121 GASTRE                          
9105 GLASFRYN                        
9223 GOBERNADOR COSTA                
9201 GUALJAINA                       
9201 GUALJAINA                       
9225 HITO 43                         
9039 HITO 45                         
9039 HITO 50                         
9009 HOLDICH                         
9210 ING BRUNO J THOMAE              
9220 JOSE DE SAN MARTIN              
9000 KILOMETRO 11                    
9020 KILOMETRO 191                   
9207 LA BOMBILLA                     
9039 LA CANCHA                       
9200 LA CANCHA                       
9007 LA CASTELLANA                   
9111 LA CASTELLANA                   
9121 LA CORONA                       
9200 LA LANCHA                       
9227 LA LAURITA                      
9039 LA NICOLASA                     
9033 LA PEPITA                       
9201 LA PRIMAVERA                    
9121 LA ROSILLA                      
9007 LA SALAMANCA                    
9039 LA SIBERIA                      
9039 LAGO BLANCO                     
9217 LAGO CARLOS PELLEGRINI          
9033 LAGO FONTANA                    
9217 LAGO LEZANA                     
9023 LAGO MUSTERS                    
9225 LAGO PAZ                        
8431 LAGO PUELO                      
9217 LAGO RIVADAVIA                  
9203 LAGO ROSARIO                    
9225 LAGO VERDE                      
9225 LAGO VINTTER                    
9220 LAGUNA BLANCA                   
9121 LAGUNA DE VACAS                 
9020 LAGUNA DEL MATE                 
9121 LAGUNA FRIA                     
9107 LAGUNA GRANDE                   
9020 LAGUNA PALACIO                  
9207 LAGUNA RINCON DEL MORO          
9200 LAGUNA TERRAPLEN                
9220 LAGUNA VERDE                    
9121 LAGUNITA SALADA                 
9201 LANGUIÑEO                       
9121 LARRALDE                        
9107 LAS CHAPAS                      
9207 LAS CORTADERAS                  
8430 LAS GOLONDRINAS                 
9207 LAS HORQUETAS                   
9223 LAS MULAS                       
9225 LAS PAMPAS                      
9101 LAS PLUMAS                      
9020 LAS PULGAS                      
9201 LAS SALINAS                     
9203 LEGUA 24                        
9213 LELEQUE                         
9223 LENZANILLEO                     
9105 LOMA REDONDA                    
9121 LORETO                          
9207 LOS ALTARES                     
9203 LOS CIPRESES                    
9223 LOS CORRALITOS                  
9207 LOS MANANTIALES                 
9031 LOS TAMARISCOS                  
9105 MAESTEG                         
9007 MALASPINA                       
9201 MALLIN BLANCO                   
9121 MALLIN GRANDE                   
9121 MALLIN GRANDE CORCOVADO         
9020 MANANTIAL GRANDE                
9220 MATA GRANDE                     
9200 MATUCANA                        
9200 MAYOCO                          
9121 MEDANOS                         
9200 NAHUEL PAN ESTACION FCGR        
9223 NIRIGUAO                        
9223 NIRIGUCE PAMPA                  
8415 ÑORQUINCO SUD                   
9121 PAINALUF                        
9201 PAMPA DE AGNIA                  
9000 PAMPA DEL CASTILLO              
9007 PAMPA PELADA                    
9007 PAMPA SALAMANCA                 
9201 PAMPA TEPUEL                    
9201 PARQUE NACIONAL LOS ALERCES     
9207 PASO DE INDIOS                  
9020 PASO DE TORRES                  
9201 PASO DEL SAPO                   
9227 PASO MORENO                     
9033 PASTOS BLANCOS                  
9000 PICO SALAMANCA                  
9201 PIEDRA PARADA                   
9227 PIEDRA SHOTEL                   
9121 PIRRE MAHUIDA                   
9121 PLANCUNTRE                      
9103 PLAYA UNION                     
9201 POCITOS DE QUICHAURA            
9101 PUENTE HENDRE                   
8532 PUERTO LOBOS                    
9120 PUERTO MADRYN                   
9121 PUERTO PIRAMIDES                
9121 PUERTO SAN ROMAN                
9121 PUNTA BAJOS                     
9121 PUNTA DELGADA                   
9120 PUNTA NINFAS                    
9121 PUNTA NORTE                     
9120 PUNTA QUIROGA                   
9223 PUTRACHOIQUE                    
9001 RADA TILLY                      
9213 RANQUIL HUAO                    
9103 RAWSON                          
9007 RIO CHICO                       
9203 RIO CORINTO                     
9227 RIO FRIAS                       
9030 RIO MAYO                        
9225 RIO PICO                        
9111 RUTA 3 KILOMETRO 1646           
9007 RUTA 3 KILOMETRO 1711           
9121 SACANANA                        
9121 SALINAS CHICAS                  
9121 SALINAS GRANDES                 
9121 SAN JOSE                        
9020 SARMIENTO                       
9121 SEPRUCAL                        
9213 SIEMPRE VIVA                    
9121 SIERRA CHATA                    
9121 SIERRA CHICA                    
9007 SIERRA COLORADA                 
9020 SIERRA CORRIENTES               
9007 SIERRA CUADRADA                 
9200 SIERRA DE TECKA                 
9023 SIERRA NEVADA BUEN PASTO        
9207 SIERRA NEVADA PASO DE INDIOS    
9007 SIERRA OVERA CHICAS Y GRANDES   
9121 SIERRA ROSADA                   
9020 SIERRA VICTORIA                 
9103 SOL DE MAYO                     
9200 SUNICA                          
9121 TALAGAPA                        
9201 TAQUETREN                       
9121 TATUEN                          
9201 TECKA                           
9121 TELSEN                          
9107 TOMA DE LOS CANALES             
9207 TORO HOSCO                      
9100 TRELEW                          
9105 TREORKI                         
9223 TRES PICOS                      
9203 TREVELIN                        
9007 UZCUDUN                         
9121 VALLE DEL RIO CHUBUT            
9201 VALLE DEL TECKA                 
9203 VALLE FRIO                      
9201 VALLE GARIN                     
9020 VALLE HERMOSO                   
9221 VALLE HONDO                     
9039 VALLE HUEMULES                  
9105 VALLE LOS MARTIRES              
9200 VILLA FUTALAUFQUEN              
9105 VILLA INES                      
9217 VILLA LAGO RIVADAVIA            
